SongID,spotify_track_duration_ms,spotify_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre_emb_1,genre_emb_2,genre_emb_3,genre_emb_4,genre_emb_5,genre_emb_6,genre_emb_7,genre_emb_8,genre_emb_9,genre_emb_10,genre_emb_11,genre_emb_12,genre_emb_13,genre_emb_14,genre_emb_15,genre_emb_16,first_week,last_week,peak_position,weeks_on_chart,hit
Lady BirdNancy Sinatra & Lee Hazlewood,182773.0,0,0.404,0.656,6.0,-7.777999999999999,0.0,0.0343,0.5829999999999999,0.0,0.0883,0.657,130.551,4.0,0.3271688,-0.52325016,-0.6002336,0.2652844,-0.27395126,-0.62373984,-0.63330615,-0.510788,0.38680857,-0.060537316,0.09761352,0.32482803,0.45178562,-0.017533794,-0.09704835,0.060691617,1967-10-21,1967-11-25,20,6,0
Back On The Street AgainThe Sunshine Company,151160.0,0,0.554,0.4149999999999999,9.0,-13.172,1.0,0.0274,0.533,2e-06,0.0839,0.903,107.505,4.0,-0.1515879,0.95476973,0.9585351,1.1611298,0.09946276,-0.10775764,1.814686,0.44543356,0.013233402,-1.1082091,-1.6505389,-0.2879858,-2.0307102,0.90378594,-0.06851022,-0.4362439,1967-10-21,1967-12-02,36,7,0
Are You Never Coming HomeSandy Posey,181394.0,0,0.4069999999999999,0.2979999999999999,5.0,-10.977,1.0,0.0286,0.543,4e-06,0.1029999999999999,0.4219999999999999,107.832,4.0,-0.49921322,-1.4714781,-0.130404,-0.42943826,-0.57383853,0.64847237,0.82246727,0.20781435,-0.66042966,-0.8663537,-1.1330096,0.5348182,-0.2637605,-0.53140056,0.7288216,0.1494083,1967-10-21,1967-11-18,59,5,0
Brink Of DisasterLesley Gore,142800.0,0,0.512,0.372,11.0,-10.919,1.0,0.0329,0.656,4e-06,0.6079999999999999,0.652,144.245,4.0,0.27721304,-0.32952064,-0.5663981,0.305363,-0.34369263,-0.53483915,0.7645281,-0.08419528,0.43818998,0.21903233,0.20724222,0.30973476,0.5338937,-0.19727042,-0.23692103,-0.16837214,1967-10-21,1967-11-11,82,4,0
Keep The Ball Rollin'Jay And The Techniques,185733.0,0,0.7149999999999999,0.541,2.0,-12.742,1.0,0.0531,0.0164,0.0,0.0364,0.7409999999999999,128.692,4.0,-0.29862428,-0.4001116,0.58269155,1.8062736,-0.64752734,-0.60553384,1.7401376,0.31286532,-0.64934134,-0.5054787,-0.50315064,-0.1420716,1.0052474,-0.5534606,0.160195,-0.6026207,1967-10-21,1968-01-06,14,12,0
Next Plane To LondonThe Rose Garden,151000.0,0,0.388,0.441,9.0,-13.223,1.0,0.0535,0.137,5.4e-05,0.182,0.883,206.687,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1967-10-21,1968-01-20,17,14,0
Mr. Dream MerchantJerry Butler,158573.0,0,0.37,0.686,5.0,-8.031,0.0,0.0359,0.499,1.7e-05,0.217,0.691,86.47499999999998,4.0,-0.021415602,0.016423535,0.057498563,0.17598943,0.09058955,0.28262097,-0.16167459,-0.20120111,-0.16834253,0.21383686,-0.019594979,-0.17101556,-0.025403595,0.101150915,-0.4777113,-0.8003149,1967-10-21,1967-12-02,38,7,0
Like An Old Time MovieScott McKenzie,195266.0,0,0.309,0.255,3.0,-16.942,1.0,0.0257,0.7439999999999999,1.9e-05,0.309,0.398,96.074,4.0,0.26813862,-0.03595665,-0.6650235,0.77665055,-0.048219163,-0.9471109,1.1941154,0.121781334,0.5453298,-0.32488808,0.59022546,0.52603847,0.61790824,-0.42122185,0.051610142,0.45286784,1967-10-21,1967-12-02,24,7,0
I Say A Little PrayerDionne Warwick,188360.0,0,0.512,0.4149999999999999,7.0,-7.642,1.0,0.0608,0.872,0.0,0.184,0.7139999999999999,147.2,4.0,0.010002315,0.0064965514,-0.514646,0.29988295,-0.4513212,0.059781887,-0.073943235,-0.26550794,0.020357233,0.058149464,-0.054382008,0.23378034,-0.0060090064,0.16300827,0.105283834,-0.45203885,1967-10-21,1968-01-13,4,13,0
"To Sir, With LoveHerbie Mann",153906.0,0,0.4919999999999999,0.468,9.0,-10.413,1.0,0.0318,0.4189999999999999,0.309,0.401,0.671,111.184,4.0,-0.38149196,-0.11509544,0.4749908,-0.29307815,-0.016742706,0.8469336,0.24698614,1.0374907,0.79123837,-0.30334857,0.30043536,0.24515834,-0.5582762,0.5365701,-0.17342716,0.37402987,1967-10-21,1967-10-21,93,1,0
On A Saturday NightEddie Floyd,162906.0,0,0.781,0.7389999999999999,6.0,-8.157,0.0,0.116,0.269,0.0198,0.1419999999999999,0.8259999999999998,103.038,4.0,0.62836456,0.41531992,-0.26340923,0.0541085,0.06492065,-0.24471335,-0.36427203,-0.6155227,-0.5492636,0.20792107,0.03833434,0.1556828,0.059650164,0.73070127,-0.77452934,-0.4524232,1967-10-28,1967-12-02,92,4,0
HomburgProcol Harum,431584.0,0,0.3589999999999999,0.625,5.0,-11.374,1.0,0.0282,0.0007,0.00103,0.0906,0.35,143.31,4.0,-0.09526317,0.035214245,-0.29328662,-0.60599256,-0.66437185,0.58418024,0.03017968,-0.00019507408,-0.6446167,-0.09778557,-0.3133038,-0.3307832,-0.74262977,-0.22434065,-0.22724204,0.024665749,1967-10-28,1967-11-25,34,5,0
Skinny Legs And AllJoe Tex,191000.0,0,0.6009999999999999,0.394,7.0,-16.106,1.0,0.0720999999999999,0.7179999999999999,0.00182,0.7049999999999998,0.824,130.549,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1967-10-28,1968-02-03,10,15,1
You Better Sit Down KidsCher,225000.0,0,0.5969999999999999,0.464,3.0,-10.984,1.0,0.0833,0.646,0.0,0.3039999999999999,0.43,114.427,4.0,-0.4580835,-0.21682753,0.32558173,0.43353993,0.7309483,-1.0415547,0.3780602,0.56730354,-0.3824441,-0.8754259,0.9453174,-0.23668891,-0.54022527,-0.030226767,1.165232,-0.44972593,1967-10-28,1968-01-20,9,13,0
"Watch The Flowers GrowThe 4 Seasons Featuring the ""Sound of Frankie Valli""",198106.0,0,0.42,0.684,0.0,-6.996,1.0,0.0639,0.693,2e-06,0.114,0.3669999999999999,135.177,4.0,0.33275747,0.107662536,-0.24931362,0.698209,0.03518374,-0.30381006,0.6929959,-0.6704834,-0.12678657,-0.6499018,0.17074326,0.008230979,0.8511798,-0.48104364,0.20547715,-0.2705718,1967-10-28,1967-12-09,30,7,0
Out Of The BlueTommy James And The Shondells,146360.0,0,0.563,0.523,0.0,-10.685,1.0,0.063,0.54,0.0,0.228,0.562,134.553,4.0,0.72739613,-0.30056888,-0.3276436,0.27481595,-0.510325,-0.5174025,0.89166844,0.19839093,0.38106954,0.05922866,0.21623996,0.19798979,-0.35322624,0.30673164,0.002309847,0.14275166,1967-10-28,1967-12-02,43,6,0
For Once In My LifeTony Bennett,186520.0,0,0.203,0.375,0.0,-8.781,1.0,0.0346,0.8619999999999999,4.9e-05,0.137,0.222,71.94,4.0,0.24848346,-0.39248672,0.046022702,1.2207278,-0.24560599,0.07232607,0.075598516,-0.7891841,-0.28541097,0.25697508,-0.07663057,-0.55123633,0.2042741,-0.8535177,-0.486207,-0.3387216,1967-10-28,1967-11-25,91,5,0
Glad To Be UnhappyThe Mamas & The Papas,102226.0,0,0.629,0.5789999999999998,6.0,-12.498,1.0,0.0526,0.693,0.0,0.3629999999999999,0.8259999999999998,109.946,4.0,1.0358331,-0.3053359,-0.12656097,0.7093476,-0.34213376,-0.09110844,0.5404958,-0.7891942,-0.24506131,-0.23172255,-0.12786372,0.17358065,0.08294046,-0.2235541,0.019847596,-0.31758204,1967-10-28,1967-12-09,26,7,0
By The Time I Get To PhoenixGlen Campbell,164200.0,0,0.218,0.336,5.0,-12.997,1.0,0.0301,0.0743,2e-06,0.134,0.232,176.66,4.0,0.34375644,0.34656554,-0.3616656,0.76269656,-0.19101822,-0.12264371,0.7212843,-0.44893104,-0.09147562,-0.20265146,-0.35861155,0.32040757,0.40998554,-0.39497384,-0.38644367,-0.3566653,1967-10-28,1968-01-06,26,11,0
She Is Still A MysteryThe Lovin' Spoonful,179333.0,0,0.2989999999999999,0.453,5.0,-11.035,1.0,0.0404,0.281,0.0,0.312,0.39,122.09,4.0,0.7695239,-0.21057478,-0.20044072,0.16124481,-0.3173897,-0.3559872,0.76395684,-0.23210296,0.30217734,-0.14304113,0.25196844,0.43861642,-0.3698983,0.16371705,0.07944183,0.091853224,1967-10-28,1967-12-02,27,6,0
You Are My SunshineMitch Ryder,184866.0,0,0.692,0.765,7.0,-11.721,1.0,0.0604,0.4749999999999999,0.000279,0.823,0.887,122.795,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1967-10-28,1967-11-11,88,3,0
Desiree'The Left Banke,164066.0,0,0.4839999999999999,0.534,0.0,-8.52,1.0,0.0296,0.4109999999999999,4.9e-05,0.465,0.7279999999999999,134.192,1.0,0.55028427,0.32223538,-0.0918672,1.0155184,0.35783988,-0.47542,0.4489394,0.0030295372,-0.01992178,0.068017855,0.6023989,0.67754817,0.06080867,-0.39193,-0.27298135,0.21254376,1967-10-28,1967-11-04,98,2,0
This TownFrank Sinatra,182053.0,0,0.515,0.753,10.0,-5.387,1.0,0.0408,0.461,0.0,0.5919999999999999,0.3509999999999999,111.705,4.0,0.3656875,-0.11252711,-0.23825003,0.8090256,-0.13842818,-0.09268276,-0.96892565,-0.8451697,-0.0098929005,0.19876319,0.20889358,-0.42997396,1.0619019,-0.88912445,-0.47613147,-0.70217985,1967-10-28,1967-11-25,53,5,0
SuzanneNoel Harrison,176920.0,0,0.4829999999999999,0.274,9.0,-17.027,1.0,0.0343,0.73,0.0,0.1019999999999999,0.672,87.452,4.0,0.14423214,-0.896972,-0.6027421,1.0839125,-0.20107174,1.4510201,2.2200527,-0.8112801,0.24396405,0.8425409,0.5756014,-1.1887643,-0.19502585,0.1407888,0.3179732,-1.6893272,1967-10-28,1967-12-02,56,6,0
I Second That EmotionSmokey Robinson & The Miracles,161226.0,0,0.7109999999999999,0.663,2.0,-9.262,1.0,0.0308,0.26,1e-06,0.0291,0.896,96.812,4.0,-0.14656673,-0.1923078,-0.37275368,-0.8024958,0.110786036,0.17920275,0.25082695,-1.0503751,-0.39594856,-0.51055837,-0.3036613,0.17468785,0.5488535,-0.23259294,-0.48993427,-1.1392349,1967-11-04,1968-02-10,4,15,1
Paper CupThe 5th Dimension,163880.0,0,0.667,0.4729999999999999,7.0,-13.054,1.0,0.0347,0.624,0.0,0.153,0.7139999999999999,114.984,4.0,0.9369787,-0.20082879,-0.39592224,0.61650425,0.039683484,-0.4999073,0.50642926,-0.7497798,0.20970252,-0.422007,0.16057721,0.35517377,0.28139353,-0.40247765,0.09492494,0.1416463,1967-11-04,1967-12-16,34,7,0
When You're GoneBrenda & The Tabulations,155040.0,0,0.459,0.317,11.0,-13.828,0.0,0.0248,0.2899999999999999,9.6e-05,0.754,0.453,78.918,3.0,0.8147947,-0.79064924,-0.636191,0.75371075,-0.2982483,-0.14725897,-0.2919575,-0.9457116,0.09921008,-0.32257646,-0.5881591,0.12347609,0.37475812,-0.4420115,0.23887914,-0.10107982,1967-11-04,1967-12-16,58,7,0
Whole Lotta WomanArthur Conley,165506.0,0,0.52,0.452,3.0,-10.653,0.0,0.0494,0.902,0.0,0.171,0.673,114.233,4.0,0.83627737,0.50996614,-0.40074506,-0.10124912,0.023765052,-0.681188,-0.11607774,-0.6526629,-0.58515817,-0.1979799,-0.1919643,0.33296564,0.5700621,0.18114737,-0.5134722,-0.7814357,1967-11-04,1967-11-18,73,3,0
Alligator BogalooLou Donaldson,417000.0,0,0.7389999999999999,0.4789999999999999,5.0,-17.655,1.0,0.0478,0.465,0.0445,0.0633,0.785,128.067,4.0,0.5487212,0.2152212,0.1017134,-0.1264424,0.25530627,-0.17284659,-0.50951225,1.0792977,0.1510795,-0.18628442,0.31220636,0.1548535,0.986808,0.01930275,0.45770591,0.48792514,1967-11-04,1967-12-02,93,4,0
Piece Of My HeartErma Franklin,157266.0,0,0.467,0.783,8.0,-5.207,1.0,0.0528,0.139,0.0214,0.08,0.5909999999999999,160.841,4.0,0.63391376,0.29308897,-0.7411357,-0.25017914,-0.48572493,-1.0535272,1.1229644,-1.6579423,-0.2563207,-1.5602298,0.37926224,-0.018676072,1.4872417,-0.62166387,0.36921656,-0.75724185,1967-11-04,1967-12-23,62,8,0
Wild HoneyThe Beach Boys,160000.0,0,0.535,0.5959999999999999,7.0,-7.267,1.0,0.0304,0.0857,0.000372,0.334,0.76,121.392,4.0,0.020788992,-0.022752088,-0.588381,-0.30388752,0.28056723,0.12537362,0.3574949,0.10179983,-0.115842305,0.30464345,0.00611223,0.79651123,0.16679461,0.03598014,-0.06595564,0.5085299,1967-11-04,1967-12-09,31,6,0
Different DrumStone Poneys Featuring Linda Ronstadt,159973.0,0,0.46,0.389,0.0,-11.603,1.0,0.031,0.3489999999999999,0.0,0.0533,0.6059999999999999,123.213,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1967-11-11,1968-03-02,13,17,0
Soul ManRamsey Lewis,169506.0,0,0.763,0.4879999999999999,0.0,-13.709,1.0,0.0381,0.6019999999999999,0.168,0.514,0.8,113.258,4.0,-0.60283285,0.6433892,0.22300157,-0.25393894,0.5735038,1.4813939,0.06195626,1.4166237,0.83225054,0.8341454,-0.42778507,0.4105675,-1.4111992,1.808237,-0.24517037,-0.29451558,1967-11-11,1967-12-16,49,6,0
Tell MamaEtta James,144000.0,0,0.676,0.784,5.0,-6.599,1.0,0.0334,0.2119999999999999,0.00288,0.258,0.937,119.812,4.0,0.7677523,0.2336624,-0.30178475,0.9863054,-0.062446058,-0.41453776,-0.19276002,-0.316291,0.49575844,0.012997603,-0.4164092,-0.2741676,0.79474956,-0.46534687,-0.1550021,-0.7530306,1967-11-11,1968-02-10,23,14,0
In And Out Of LoveDiana Ross & The Supremes,159373.0,0,0.3579999999999999,0.691,5.0,-7.364,1.0,0.0386,0.4839999999999999,9.7e-05,0.517,0.822,159.063,4.0,0.031600557,-0.13248792,-0.46379262,0.22505435,-0.046875782,0.24128374,0.5013319,-0.82781905,-0.27005082,-0.44027433,0.11801426,-0.12765813,0.64857495,-0.0831064,-0.25870252,-1.1445999,1967-11-11,1967-12-30,9,8,0
(The Lights Went Out In) MassachusettsBee Gees,176320.0,0,0.404,0.498,2.0,-8.227,1.0,0.0278,0.1489999999999999,0.00068,0.551,0.381,104.05,4.0,0.5078049,-0.04694929,-0.24581443,0.871843,-0.16693556,0.19592384,-0.3601526,-0.3596244,-0.33379963,-0.28720123,0.020885805,-0.094612546,0.37038636,-0.31735587,0.21463253,-0.95609,1967-11-11,1967-12-30,11,8,0
Itchycoo ParkSmall Faces,166680.0,0,0.6129999999999999,0.555,9.0,-9.801,1.0,0.072,0.5799999999999998,2e-06,0.1189999999999999,0.556,127.267,4.0,-0.38827422,-0.15375908,-0.25496322,-0.27630237,-0.38493055,0.18951492,0.6141207,-0.4035398,-0.31982976,-0.13697973,-0.16988564,0.2785018,-0.2890312,-0.7007388,-0.24145582,0.11730049,1967-11-11,1968-03-02,16,17,0
She's My GirlThe Turtles,157333.0,0,0.332,0.51,0.0,-10.254,1.0,0.0466,0.7179999999999999,0.00443,0.171,0.342,121.851,4.0,0.03311062,-0.07007016,-0.7230153,-0.25808775,-0.049853083,-0.26776046,0.880955,0.1430893,0.38510633,-0.18830124,-0.09859909,0.74835676,0.20304301,-0.016430352,0.38593447,0.665515,1967-11-11,1968-01-13,14,10,0
He Ain't Give You NoneFreddie Scott,174600.0,0,0.7339999999999999,0.437,9.0,-6.887,1.0,0.0368,0.332,3e-06,0.0954,0.657,87.732,4.0,0.46787426,0.60093844,-0.6905924,0.0041287746,-0.5227367,-1.2999662,0.8772606,-1.434166,-0.84011126,-1.3505305,-0.25025254,0.27642953,1.6868262,-1.4341785,1.6732346,-1.3916576,1967-11-11,1967-11-11,100,1,0
An Open Letter To My Teenage SonVictor Lundberg,263893.0,0,0.559,0.3589999999999999,0.0,-16.771,1.0,0.505,0.88,0.0,0.152,0.7129999999999999,92.636,3.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1967-11-11,1967-12-16,10,6,0
Neon RainbowThe Box Tops,181706.0,0,0.56,0.339,0.0,-12.303,1.0,0.0338,0.771,0.000589,0.112,0.443,116.868,4.0,-0.062066033,-0.5398961,-0.30541554,0.2017191,-0.068049,-0.29136002,1.3660702,0.2628706,0.66034293,-0.34573707,-0.048857197,0.65619546,-0.5115817,-0.06272746,0.5261128,0.7895473,1967-11-11,1968-01-06,24,9,0
Ooh BabyDeon Jackson,162771.0,0,0.4729999999999999,0.4939999999999999,8.0,-9.134,1.0,0.0399,0.2059999999999999,0.000103,0.3609999999999999,0.332,116.657,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1967-11-18,1967-12-23,65,6,0
Ten Little IndiansThe Yardbirds,135666.0,0,0.633,0.645,1.0,-10.226,0.0,0.1469999999999999,0.111,0.0,0.0696,0.651,104.005,4.0,-0.66517466,-0.018451095,-0.30222842,-0.78741664,-0.3118569,0.31904966,0.3052295,-0.020965641,-0.6176094,-0.25924534,-0.1957198,-0.12517442,-0.5662341,-0.5036579,-0.076254204,0.34509367,1967-11-18,1967-11-25,96,2,0
Summer RainJohnny Rivers,232426.0,0,0.514,0.533,4.0,-12.024,0.0,0.033,0.25,0.00428,0.5749999999999998,0.626,117.684,4.0,-0.1652952,-0.5232556,-0.3843632,0.09618418,0.103231475,-0.24434039,0.8261568,0.53791773,0.28509092,-0.12087409,0.069742344,0.9834136,-0.22952203,0.05711181,0.38511103,0.25341177,1967-11-18,1968-01-20,14,10,0
Goin' BackThe Byrds,205840.0,0,0.496,0.449,4.0,-10.23,1.0,0.0277,0.3639999999999999,8e-06,0.12,0.547,116.181,4.0,-0.12697053,0.37410682,-0.73567265,0.026302218,-0.017203515,0.12911531,0.9353687,0.34673485,-0.43355846,-0.4325615,-0.36823565,0.073780015,-0.6323764,-0.16596314,0.3132642,0.7081741,1967-11-18,1967-12-02,89,3,0
"Woman, WomanThe Union Gap Featuring Gary Puckett",196000.0,0,0.4729999999999999,0.527,6.0,-8.971999999999998,0.0,0.0278,0.524,0.0,0.216,0.6189999999999999,107.549,4.0,0.27591795,-0.317838,-0.2867822,0.62103677,-0.19413188,-0.3986191,0.56622624,0.07687345,0.3976381,0.0016092893,0.25755665,0.2509627,0.20109825,0.030412111,0.09060178,-0.11807094,1967-11-18,1968-03-09,4,17,1
Chattanooga Choo ChooHarpers Bizarre,154839.0,0,0.542,0.779,0.0,-9.073,1.0,0.0685,0.5879999999999999,0.0,0.502,0.752,130.348,4.0,0.14927313,0.7478868,0.2359253,1.6800735,0.07744986,-0.23289338,2.2335165,0.044530317,-0.2970902,-0.8880896,-0.88649595,0.12200323,-0.3963076,-0.09278786,0.23346543,-0.13908681,1967-11-18,1967-12-30,45,7,0
Daydream BelieverThe Monkees,179613.0,0,0.51,0.4879999999999999,7.0,-10.304,1.0,0.0304,0.256,0.0,0.11,0.649,125.683,4.0,0.7695239,-0.21057478,-0.20044072,0.16124481,-0.3173897,-0.3559872,0.76395684,-0.23210296,0.30217734,-0.14304113,0.25196844,0.43861642,-0.3698983,0.16371705,0.07944183,0.091853224,1967-11-18,1986-11-22,1,16,1
Peace Of MindPaul Revere & The Raiders Featuring Mark Lindsay,147333.0,0,0.5889999999999999,0.907,6.0,-8.492,0.0,0.0284,0.0244,0.000671,0.117,0.914,96.711,4.0,-0.4243135,-0.4198397,-0.28028387,0.068220735,0.1618127,-0.2868514,0.28823477,-0.17890707,-0.29819313,0.15842935,-0.6732503,-0.62937963,-0.28895584,0.7395661,-0.7619378,-0.41176414,1967-11-18,1967-12-23,42,6,0
Beautiful PeopleKenny O'Dell,142173.0,0,0.6059999999999999,0.574,9.0,-11.88,1.0,0.042,0.6,0.0,0.169,0.919,142.598,4.0,1.8953717,0.03362046,-0.6731661,-0.59781706,0.2541499,-0.6284613,0.22593132,0.08768002,2.2402592,0.17243855,-1.2748281,-0.17491272,-0.18082869,1.6965582,-1.9279722,-1.2708614,1967-11-18,1967-12-30,38,7,0
Red And BlueThe Dave Clark Five,151293.0,0,0.4179999999999999,0.466,0.0,-10.204,1.0,0.0285,0.0785,0.0,0.14,0.4259999999999999,98.237,4.0,0.6709622,-0.23280576,-0.2955314,0.383375,-0.39604077,0.24383447,1.210797,-0.6043822,0.23531286,-0.0065544276,0.04092874,-0.07638301,-0.15907228,-0.28627545,0.2835637,-0.15768042,1967-11-18,1967-11-25,89,2,0
What's It Gonna BeDusty Springfield,134133.0,0,0.4849999999999999,0.684,11.0,-7.982999999999999,0.0,0.067,0.223,0.0,0.5809999999999998,0.677,125.088,4.0,0.49282247,-0.48996982,-0.38768488,0.6844036,-0.43649507,0.42504954,0.6612351,-1.0517727,-0.0030898093,-0.13084567,-0.2023448,-0.092143215,0.39231172,-0.70999324,0.23592806,-0.46941215,1967-11-18,1968-01-06,49,8,0
Honey ChileMartha Reeves & The Vandellas,177973.0,0,0.39,0.793,3.0,-8.887,1.0,0.0545,0.2119999999999999,0.00511,0.1749999999999999,0.889,200.297,4.0,0.07105081,-0.0013565496,-0.36542445,-0.18601745,-0.40985078,0.056798894,0.30476198,-0.3474062,-0.1839874,0.47462282,-0.21292333,0.13263279,0.008689594,0.023198426,-0.29581466,-0.7736267,1967-11-18,1968-02-03,11,12,0
Georgia PinesThe Candymen,146893.0,0,0.402,0.27,1.0,-14.099,1.0,0.0334,0.664,0.0,0.094,0.466,121.242,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1967-11-18,1967-12-16,81,5,0
Can't Help But Love YouThe Standells,172200.0,0,0.435,0.762,10.0,-9.796,1.0,0.0316,0.754,0.000314,0.339,0.7279999999999999,107.332,4.0,0.2882441,0.13732703,0.20030054,0.3757578,-0.05155512,-0.26479024,0.8172704,-0.05068367,-0.16857727,-0.079811,0.10803189,0.535469,0.44811,-0.4062602,-0.56971216,-0.004511303,1967-11-25,1967-12-09,78,3,0
Wear Your Love Like HeavenDonovan,146866.0,0,0.6189999999999999,0.557,7.0,-10.715,0.0,0.0351,0.404,0.0,0.1809999999999999,0.8309999999999998,116.065,4.0,0.1226211,-0.29660845,-0.21040793,-0.70708674,-1.338072,0.4157815,-0.529977,-0.47757453,-0.0042581856,0.46334782,-0.3326716,0.03249378,-0.5805588,0.19664638,-0.34810358,-0.09769575,1967-11-25,1968-01-06,23,7,0
I'll Be Sweeter Tomorrow (Than I Was Today)The O'Jays,181426.0,0,0.3649999999999999,0.552,11.0,-7.823,1.0,0.0456,0.782,0.0,0.161,0.514,151.17,4.0,-0.32581645,-0.1721206,0.09950949,-0.0504316,-0.084765546,0.07429431,0.5812035,-0.671902,-0.6552512,-0.40841207,-0.25168735,-0.17448784,0.4405242,0.07683053,-0.2904023,-1.2304084,1967-11-25,1968-01-20,66,9,0
Cover MePercy Sledge,170520.0,0,0.503,0.251,9.0,-11.052,1.0,0.026,0.341,2.2e-05,0.511,0.4909999999999999,81.786,4.0,0.4696305,0.62626773,0.076167,-0.30593616,0.17005642,-0.6426296,0.0063731372,-0.093288094,-0.060332447,0.13641241,-0.5218268,0.57736063,-0.06892955,0.028630972,0.45585215,-0.45659184,1967-11-25,1968-01-13,42,8,0
Okolona River Bottom BandBobbie Gentry,184957.0,0,0.574,0.388,2.0,-11.181,1.0,0.0415,0.899,1e-06,0.0977,0.754,116.111,4.0,0.7019221,-0.48519206,-0.29928136,-0.20051296,0.53680956,-0.53066516,0.27926958,-1.2431116,0.14777774,-0.10261558,-0.20269746,0.474311,-0.48764336,-0.6481671,0.5385388,0.13961762,1967-11-25,1967-12-16,54,4,0
For What It's WorthKing Curtis & The Kingpins,157533.0,0,0.644,0.234,9.0,-11.193,1.0,0.0268,0.779,0.0527,0.0801999999999999,0.4889999999999999,100.287,4.0,0.068500474,1.2514714,-0.21694133,-0.06209594,0.6769614,-0.12680152,-0.0879588,0.24213251,-0.121549174,0.58999527,-0.67687035,0.018416964,-0.64661825,0.71325,0.4668725,0.31181037,1967-11-25,1967-12-16,87,4,0
Come See About MeJr. Walker & The All Stars,180000.0,0,0.789,0.529,8.0,-10.983,1.0,0.064,0.0482,4.4e-05,0.4159999999999999,0.8649999999999999,125.635,4.0,-0.5164434,-0.6802771,-0.15456498,0.73163867,-0.242123,-1.2075346,-1.5313618,-0.14234054,-0.023426056,-0.4605694,-0.43078953,0.027459621,0.14074373,0.5785595,-0.12360871,0.40031862,1967-11-25,1968-02-03,24,11,0
WindyWes Montgomery,142866.0,0,0.772,0.4,10.0,-12.464,1.0,0.0348,0.671,0.0142,0.0821,0.673,134.239,4.0,0.5487212,0.2152212,0.1017134,-0.1264424,0.25530627,-0.17284659,-0.50951225,1.0792977,0.1510795,-0.18628442,0.31220636,0.1548535,0.986808,0.01930275,0.45770591,0.48792514,1967-11-25,1968-02-03,44,11,0
"Too Much Of NothingPeter, Paul & Mary",149346.0,0,0.5,0.4939999999999999,7.0,-12.148,1.0,0.0519,0.396,0.0,0.106,0.5809999999999998,152.153,4.0,-0.17945248,0.9044832,-0.9653642,1.2213988,0.20661663,-0.19715421,1.4435258,-0.18099804,-0.91594666,1.0090522,0.40017638,0.70653737,0.7462895,0.36970767,0.3846938,0.2238431,1967-11-25,1968-01-06,35,7,0
Since You Showed Me How To Be HappyJackie Wilson,170081.0,0,0.4719999999999999,0.83,1.0,-6.984,1.0,0.0686,0.5909999999999999,0.0,0.6119999999999999,0.8669999999999999,93.009,4.0,0.44894084,-0.097530134,-0.11490951,0.13644382,0.10125605,-0.033158757,0.16554335,-0.62888396,-0.18942353,-0.03908386,-0.416149,0.02932622,0.016366959,0.009435725,-0.16309182,-0.48954767,1967-11-25,1967-12-30,32,6,0
And Get AwayThe Esquires,160801.0,0,0.669,0.552,7.0,-10.331,1.0,0.0319,0.767,0.0,0.28,0.939,124.924,4.0,-0.07654849,0.98804563,-0.3694836,0.33098567,0.94376737,0.93387556,0.82614005,0.98453385,0.100734234,0.8396013,-1.6359378,0.48078343,-1.4247591,-0.26598272,0.44319344,-0.46358007,1967-11-25,1968-01-13,22,8,0
