SongID,spotify_track_duration_ms,spotify_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre_emb_1,genre_emb_2,genre_emb_3,genre_emb_4,genre_emb_5,genre_emb_6,genre_emb_7,genre_emb_8,genre_emb_9,genre_emb_10,genre_emb_11,genre_emb_12,genre_emb_13,genre_emb_14,genre_emb_15,genre_emb_16,first_week,last_week,peak_position,weeks_on_chart,hit
Goody GoodyLisette Melendez,251925.0,0,0.7359999999999999,0.914,8.0,-6.408,0.0,0.0365,0.0982,0.1729999999999999,0.0466,0.881,99.221,4.0,0.5372527,-0.17753254,-0.44283754,1.0467857,1.1993276,0.81067586,0.71486586,0.26910546,-0.14650217,-0.51349425,-0.47568893,0.22966428,-0.10648689,-0.84452516,-2.6473644,-0.08342056,1993-12-11,1994-03-19,53,15,0
SentimentalKenny G,395040.0,0,0.4259999999999999,0.269,8.0,-14.857,1.0,0.029,0.0348,0.0593,0.101,0.135,139.813,4.0,-0.0058874004,0.02986139,0.73612183,0.4008271,-0.43289086,0.2071118,-1.0039333,0.73206776,0.5141997,-0.3117108,-0.55103934,0.9953116,-0.10332006,-0.17374068,0.79168797,0.3057738,1993-12-11,1994-02-12,72,10,0
Fast As YouDwight Yoakam,285200.0,0,0.628,0.801,4.0,-7.926,1.0,0.0282,0.000479,0.0897,0.396,0.8429999999999999,125.954,4.0,-0.3112541,0.25288773,0.07087592,-0.26190212,0.16671914,-0.6429053,-0.3467087,-0.2268021,-0.19540791,-0.42069831,-0.20101206,-0.1819588,-0.4027504,-0.7562308,0.5879723,0.5708225,1993-12-11,1994-02-12,70,10,0
Really DoeIce Cube,268160.0,1,0.773,0.7369999999999999,8.0,-8.314,1.0,0.1459999999999999,0.00993,0.0234,0.2949999999999999,0.691,96.909,4.0,0.72736,-0.35980666,0.804595,0.094951496,-0.786994,-0.14930514,-0.45680085,-0.01911955,-0.2648242,-0.58420885,-0.28231716,0.19990304,-0.5276179,-0.30812478,0.08512458,-0.28933525,1993-12-11,1994-02-05,54,9,0
Let It SnowBoyz II Men,251133.0,0,0.697,0.4149999999999999,0.0,-11.307,1.0,0.0379,0.7189999999999999,2.6e-05,0.115,0.558,124.407,4.0,-0.48319402,-0.81414205,-0.34321395,-0.4876073,-0.087173775,0.14719526,0.4671507,-0.12429533,0.03753805,-0.48251897,0.21311355,0.29816756,0.7171608,-0.14227709,0.45150772,-0.20854807,1993-12-11,1994-01-22,32,7,0
YoursShai,274666.0,0,0.467,0.5769999999999998,2.0,-9.535,1.0,0.051,0.21,1.9e-05,0.112,0.6089999999999999,143.625,4.0,0.08504333,-0.57776034,-0.5057365,-0.64111114,-0.2749874,0.16247597,0.51469207,-0.6216792,0.31834927,-0.16110718,0.05532608,0.45740142,0.68302125,0.039589383,0.40293223,-0.036385156,1993-12-11,1994-02-19,63,11,0
Here Come The LordsLords Of The Underground,258000.0,1,0.884,0.643,4.0,-8.593,0.0,0.2379999999999999,0.0881,1.7e-05,0.162,0.162,98.084,4.0,0.9670156,-0.46073246,0.9275824,0.0052640317,-1.0619626,-0.08814889,-0.56174517,0.223767,-0.34827483,-0.40288758,-0.15660651,0.0011809946,-0.4756667,-0.099001065,0.07266819,-0.18880138,1993-12-18,1994-01-22,93,6,0
"Stay (Faraway, So Close!)U2",298426.0,0,0.561,0.51,8.0,-12.175,1.0,0.0258,0.186,0.0575,0.0674,0.7189999999999999,94.079,4.0,-0.31220147,0.3796462,-0.34048557,-0.6539778,0.04608022,0.36220673,1.0648413,-0.2779063,-0.22996183,-0.421579,0.38577995,-0.0020287037,0.6682293,-0.3305462,-0.30970442,-0.27988258,1993-12-18,1994-03-12,61,13,0
UnderstandingXscape,341466.0,0,0.7,0.465,7.0,-10.43,1.0,0.0562,0.36,0.000157,0.1429999999999999,0.3059999999999999,137.823,4.0,-0.22092399,-0.26203138,0.4676172,0.03694706,-0.68051887,-0.64552885,-0.5255941,0.034155715,-0.22429433,-0.49610823,0.4137508,0.23207016,0.067640245,-0.21623755,-0.23094364,0.5854904,1993-12-25,1994-05-07,8,20,1
Will You Be There (In The Morning)Heart,269800.0,0,0.553,0.7429999999999999,9.0,-6.794,1.0,0.0281,0.0365,1.7e-05,0.194,0.528,166.499,4.0,-0.06499553,0.36284953,-0.6855198,-0.78694594,-0.0018908441,-0.1353118,-0.3377636,0.15924808,0.06938444,0.06341246,-0.37287933,-0.15518904,0.2805259,0.24871945,-0.1746272,0.1633794,1993-12-25,1994-04-23,39,18,0
John Deere GreenJoe Diffie,273000.0,0,0.685,0.817,2.0,-5.683,1.0,0.0298,0.15,0.0,0.2419999999999999,0.768,130.41,4.0,0.7301705,-0.10516413,-0.44333735,-0.26296574,0.08109079,-0.66121966,-0.18620893,-0.1895333,0.39927,-0.2054917,-0.23587899,0.029794311,-0.3011884,0.0912015,0.44988507,0.02740407,1993-12-25,1994-03-05,69,11,0
Mary Jane's Last DanceTom Petty And The Heartbreakers,273600.0,0,0.464,0.655,7.0,-9.058,0.0,0.0608,0.0272,1e-06,0.328,0.531,169.515,4.0,-0.22994852,-0.335055,0.035920132,-0.19345954,-0.4982283,-0.14470863,0.42493144,0.2787798,-0.33374923,-0.22824328,0.15659271,-0.3974419,-0.31783456,0.17278704,0.15719347,0.16449001,1993-12-25,1994-05-07,14,20,0
"I Love Music (From ""Carlito's Way"")Rozalla",290000.0,0,0.7139999999999999,0.686,2.0,-8.428,0.0,0.0294,0.0376,0.0043,0.0853,0.8419999999999999,125.982,4.0,-0.49912158,-0.6003764,0.4752554,-0.63520545,-0.4161068,0.15989813,0.14434703,-0.28122926,0.33096597,0.18180071,-0.5824552,0.13080345,0.15259056,-0.4994235,-0.9243743,0.26079586,1993-12-25,1994-02-05,76,7,0
Rubberband GirlKate Bush,282200.0,0,0.625,0.786,1.0,-9.377,1.0,0.0291,0.0765,0.4159999999999999,0.2049999999999999,0.898,120.094,4.0,0.12704664,0.25742954,-0.51486635,0.36659393,0.068289325,0.60016316,0.27841577,-0.3110679,-0.09924244,0.00535475,0.02605189,0.3947137,-0.5821534,-0.31573746,-0.24423742,-0.029069185,1993-12-25,1994-01-29,88,6,0
I'm In The MoodCeCe Peniston,252026.0,0,0.745,0.789,6.0,-8.74,0.0,0.0537,0.121,1e-05,0.227,0.7059999999999998,102.701,4.0,-0.008674443,-0.42225605,-0.69264424,0.6610553,-0.23407152,-0.28627223,0.3135774,0.7665274,0.16773272,0.6952879,-0.18722986,-0.26718578,-0.43043476,-0.49775028,-1.1938231,0.33767623,1994-01-01,1994-05-14,32,20,0
I Never Knew LoveDoug Stone,210466.0,0,0.5749999999999998,0.332,6.0,-12.19,1.0,0.0311,0.523,0.0,0.101,0.3659999999999999,135.01,4.0,0.5047026,0.0016503135,-0.34780344,-0.3986738,0.30148858,-0.46376982,-0.044044953,-0.12737735,0.35458538,-0.28007656,0.26211366,0.34140268,-0.9139225,-0.71888334,0.9720988,0.4161048,1994-01-01,1994-02-26,81,9,0
The SignAce Of Base,191240.0,0,0.808,0.786,4.0,-6.897,0.0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,4.0,-0.23509999,-0.2706298,0.33783573,-0.57591736,-0.2967536,-0.081665784,-0.062102497,-0.2870378,0.09261207,0.21733713,-0.020173991,-0.19353013,0.5032013,-0.4393092,-0.51223594,0.058723547,1994-01-01,1994-10-08,1,41,1
You Don't Have To WorryMary J. Blige,281666.0,0,0.672,0.631,1.0,-11.88,1.0,0.263,0.0841999999999999,0.0,0.263,0.647,94.746,4.0,-0.13277665,-0.2482299,-0.3181652,0.471308,0.21977511,-0.6323248,-0.24849872,-0.3835836,-0.46823454,-0.47876397,0.8865633,-0.1628587,-0.5289495,0.5015245,0.21109661,-0.21014056,1994-01-01,1994-03-26,63,13,0
So Much In LoveAll-4-One,212640.0,0,0.322,0.25,0.0,-11.451,0.0,0.03,0.892,0.0,0.12,0.3519999999999999,137.714,4.0,0.15864612,-0.41399628,0.04538219,0.23103924,-0.31544533,0.25758395,0.69021046,-0.19418722,0.04679575,-0.123019256,0.6501485,0.25787932,0.4490015,0.09053241,0.37236243,0.70500606,1994-01-01,1994-05-28,5,22,1
Having A PartyRod Stewart,286026.0,0,0.648,0.789,4.0,-9.47,1.0,0.1029999999999999,0.1469999999999999,0.0,0.972,0.7109999999999999,129.587,4.0,0.8058211,-0.5454472,0.40030608,1.2464241,0.12240323,-0.092778854,-0.7710624,-0.24060582,-0.29623774,-0.13230662,0.24221797,-0.27078003,0.78039,-0.17433019,0.08272288,-1.1209985,1994-01-01,1994-05-14,36,20,0
Always On My MindSWV,317360.0,0,0.621,0.5829999999999999,1.0,-10.127,0.0,0.0345,0.0116,0.0,0.115,0.452,137.534,4.0,-0.029904163,-0.22312224,0.025896406,0.43811932,-0.056851566,-0.4606451,-0.09100672,-0.53575456,-0.14534359,-0.5592584,0.5055897,0.1074727,-0.4277514,-0.07387443,-0.13186619,-0.08595081,1994-01-08,1994-04-30,54,17,0
(Lay Your Head On My) PillowTony Toni Tone,372026.0,0,0.7079999999999999,0.4819999999999999,6.0,-8.961999999999998,0.0,0.04,0.061,1e-06,0.0689,0.514,79.086,4.0,0.060574196,-0.2563978,-0.20785594,0.20899603,0.31705192,-0.6590393,0.5435928,-1.0839727,-0.14457497,-0.8064381,0.6968576,0.15940219,0.3203885,0.40975088,-0.20859468,-0.6586026,1994-01-15,1994-04-23,31,15,0
ChooseColor Me Badd,262664.0,0,0.5799999999999998,0.8579999999999999,6.0,-7.049,1.0,0.0313,0.277,0.0135,0.106,0.7149999999999999,93.689,4.0,0.29712278,-0.21452767,-0.060411442,0.009061307,-0.32279518,0.9078038,0.67579275,-0.08004221,0.23823644,0.29971433,0.330555,0.18539435,0.55158293,0.020107936,0.5398515,0.86042625,1994-01-15,1994-05-07,23,17,0
StayEternal,237533.0,0,0.5909999999999999,0.7269999999999999,10.0,-8.058,0.0,0.054,0.00411,2e-06,0.0289,0.8459999999999999,98.528,4.0,0.09222711,-1.1047024,-0.5173541,0.2858033,0.57371134,0.057521503,-0.04266572,0.12640794,0.8937567,-0.9456865,-0.00036606193,-0.45755157,1.016111,0.63323504,-0.56674486,-1.7085346,1994-01-15,1994-05-28,19,20,0
Groove ThangZhane,236506.0,0,0.905,0.501,9.0,-7.215,0.0,0.0412,0.0237,0.00163,0.0727,0.8289999999999998,102.035,4.0,0.08767141,-0.42459974,-0.25395894,-0.5462608,0.35532588,-0.04030658,0.09299409,-0.82585984,-0.082436204,-0.35332558,-0.20728865,0.5517028,0.30672327,-0.2658334,0.051820993,-0.7524089,1994-01-15,1994-05-28,17,20,0
I'm In LoveLisa Keith,272533.0,0,0.8449999999999999,0.8289999999999998,6.0,-5.794,0.0,0.0335,0.0587,0.059,0.111,0.886,119.375,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1994-01-22,1994-02-05,84,3,0
U Send Me Swingin'Mint Condition,314537.0,0,0.6019999999999999,0.5829999999999999,6.0,-5.886,0.0,0.0291,0.1449999999999999,0.0,0.166,0.3689999999999999,144.029,4.0,0.22688071,-0.0015676379,-0.061721466,0.11973645,0.15670933,0.07407192,0.26131424,-0.4608286,-0.50483626,-0.17897287,0.07145424,0.5285175,0.28779167,-0.021392971,-0.078536846,-0.15425695,1994-01-22,1994-05-07,33,16,0
Now And ForeverRichard Marx,214826.0,0,0.441,0.258,7.0,-11.227,1.0,0.0276,0.661,0.0,0.106,0.1719999999999999,77.988,1.0,0.5625289,-0.14016594,0.5518455,0.4625777,0.2225128,0.04136458,-0.0814664,0.93874615,0.13320075,-0.42657045,0.769829,-0.19352436,-0.5152626,0.16121288,0.5165038,-1.0435525,1994-01-22,1994-07-23,7,27,1
Whatta ManSalt-N-Pepa Featuring En Vogue,308360.0,0,0.757,0.544,5.0,-10.722,1.0,0.219,0.154,6.1e-05,0.226,0.921,173.208,4.0,0.006606686,-0.6733039,-0.030761678,0.41237363,-0.13077022,-0.3336553,-0.43445262,-0.49265108,-0.24812308,-0.3460312,0.28649268,-0.012118876,-0.1897287,-0.17360342,0.14247632,0.07293086,1994-01-22,1994-08-06,3,29,1
LoserBeck,235000.0,0,0.66,0.627,6.0,-10.397,0.0,0.124,0.0341,9.6e-05,0.385,0.789,85.44,4.0,0.41126442,0.020143379,0.14437477,0.09856091,0.22465715,0.88821715,-0.004635252,0.6230349,-0.33815807,-0.91500634,0.009276127,0.43922287,0.0051508904,0.3588132,0.44894323,-0.43374792,1994-01-29,1994-07-09,10,24,1
Come CleanJeru The Damaja,297040.0,1,0.812,0.778,10.0,-13.957,0.0,0.2919999999999999,0.6,4.4e-05,0.11,0.5989999999999999,87.71299999999998,4.0,0.27533084,-0.51702166,0.26995006,0.14454871,-0.82135993,-0.12249166,-1.0609105,0.17722401,-0.48378858,-0.06194978,-0.052690767,-0.022747505,-0.2804009,0.26071325,0.1915948,-0.11017438,1994-01-29,1994-02-19,88,4,0
Gin And JuiceSnoop Doggy Dogg,211493.0,1,0.549,0.8529999999999999,7.0,-4.293,1.0,0.188,0.0285,0.000296,0.6179999999999999,0.3459999999999999,94.695,4.0,0.10179694,-0.1772174,0.5341117,0.25208148,-0.815534,0.23945248,-0.040403426,-0.2517059,-0.52148044,-0.14313221,-0.099214196,-0.084567025,-0.35996005,0.06509028,-0.43418851,0.07424277,1994-01-29,1994-06-11,8,20,1
EverydayPhil Collins,343893.0,0,0.7009999999999998,0.4689999999999999,3.0,-9.63,1.0,0.0305,0.534,0.00105,0.121,0.384,94.699,4.0,0.4998871,-0.27480948,0.8374411,0.8222373,0.32140267,-0.033268876,-0.46588296,0.7318518,0.07470322,0.014146686,0.6614554,-0.0036228504,0.039627463,0.5832236,0.4891803,-1.0317422,1994-01-29,1994-06-11,24,20,0
Mmm Mmm Mmm MmmCrash Test Dummies,235173.0,0,0.5799999999999998,0.5749999999999998,3.0,-7.72,1.0,0.0231,0.25,1.8e-05,0.0812999999999999,0.37,92.934,4.0,-0.7553679,0.47869173,0.009933833,-0.023182854,0.5710939,-0.83759856,0.23512632,0.2996587,-0.7184723,-0.18582797,-0.15613683,-1.1059219,-1.0696129,0.701526,1.1402817,0.2418043,1994-01-29,1994-07-09,4,24,1
Zunga ZengK7,273000.0,0,0.8459999999999999,0.657,1.0,-9.642,1.0,0.14,0.0478,0.000363,0.0392,0.6189999999999999,103.743,4.0,0.5372527,-0.17753254,-0.44283754,1.0467857,1.1993276,0.81067586,0.71486586,0.26910546,-0.14650217,-0.51349425,-0.47568893,0.22966428,-0.10648689,-0.84452516,-2.6473644,-0.08342056,1994-01-29,1994-05-07,61,15,0
Because Of LoveJanet Jackson,260906.0,0,0.764,0.878,5.0,-5.647,0.0,0.0523,0.2869999999999999,0.00356,0.18,0.8249999999999998,112.37,4.0,-0.30282384,-0.17212273,-0.03597927,0.3204268,0.14175765,-0.5691286,0.37610975,-0.38815182,-0.21170346,-0.45555744,0.9508548,0.12020645,0.1808075,0.62218225,0.47620773,-0.33966404,1994-01-29,1994-06-11,10,20,1
Rock And Roll Dreams Come ThroughMeat Loaf,350866.0,0,0.565,0.884,0.0,-3.304,1.0,0.0335,0.186,0.000101,0.2109999999999999,0.4869999999999999,112.24,4.0,-0.17411333,0.18524675,-0.02416487,0.21996298,0.21569197,0.3277794,0.51710665,0.8297078,-1.0863267,-0.04292929,0.2840008,-0.28040737,0.3151877,0.17158538,0.2626012,-0.33556125,1994-01-29,1994-06-11,13,20,0
Runaway LoveJohnny O,313311.0,0,0.5939999999999999,0.5879999999999999,9.0,-9.453,0.0,0.0789,0.00209,0.0859999999999999,0.0711,0.4069999999999999,128.65,4.0,0.5372527,-0.17753254,-0.44283754,1.0467857,1.1993276,0.81067586,0.71486586,0.26910546,-0.14650217,-0.51349425,-0.47568893,0.22966428,-0.10648689,-0.84452516,-2.6473644,-0.08342056,1994-01-29,1994-02-26,87,5,0
If That's Your Boyfriend (He Wasn't Last Night)MeShell Ndegeocello,271813.0,1,0.815,0.7229999999999999,10.0,-6.903,0.0,0.126,0.0524,0.0068,0.0508,0.781,106.031,4.0,-0.28287816,-0.1347667,0.36318433,0.25637788,0.9078429,0.22798696,0.14777236,-0.5530507,-0.044265866,-0.4435587,-0.0050058514,0.019835664,0.3817385,-0.07576561,-0.5643909,-1.4953413,1994-02-05,1994-03-12,73,6,0
Sound Of Da PoliceKRS-One,258506.0,0,0.794,0.95,1.0,-8.779999999999998,1.0,0.2939999999999999,0.124,7.7e-05,0.133,0.324,94.984,4.0,0.6540193,-0.48332405,1.090092,0.32316726,-1.3306696,-0.65595764,-0.056234144,0.70058954,-0.45559463,-0.54536015,-0.15909126,0.41659307,-0.42532453,-0.29093632,0.11566441,-0.54036415,1994-02-05,1994-03-12,89,6,0
LaidJames,156866.0,0,0.4769999999999999,0.965,0.0,-5.735,1.0,0.0361,0.0196,0.000126,0.138,0.642,116.251,4.0,-0.17593354,-0.19212273,-0.021566264,-0.30309004,0.97008324,0.10284385,0.3099446,0.3880724,-0.38708213,0.26074263,-0.0732535,-0.12225774,-0.1352504,0.2299073,0.33240503,-0.10327532,1994-02-05,1994-04-30,61,13,0
Bump N' GrindR. Kelly,256133.0,0,0.621,0.4809999999999999,11.0,-8.016,1.0,0.0371,0.0984,0.0,0.2409999999999999,0.679,65.004,4.0,-0.2701986,-0.42726606,0.34355548,-0.17687897,-0.58818007,-0.022466883,1.1927716,0.11421807,-0.27673906,-2.0342295,0.49539182,1.3348529,-1.0923308,0.66080564,1.7135601,0.7714148,1994-02-05,1994-07-23,1,25,1
I SwearJohn Michael Montgomery,262520.0,0,0.628,0.496,1.0,-7.103,1.0,0.0233,0.2419999999999999,1.2e-05,0.1469999999999999,0.266,85.52299999999998,4.0,0.34392273,-0.093318656,-0.28911334,0.039523482,0.50327873,-0.5448239,0.26348025,-0.7293164,0.17736575,-0.30486417,0.20598526,0.16554387,-0.70999527,-0.5001037,0.8311394,0.75730383,1994-02-12,1994-06-25,42,20,0
Big Time SensualityBjork,236640.0,0,0.7229999999999999,0.7319999999999999,1.0,-12.251,0.0,0.0963,7.7e-05,0.0135,0.18,0.516,118.582,4.0,-0.7266461,-0.025808003,-0.22616956,-0.1345108,-0.12544152,0.89873314,0.24146688,0.2388669,-0.3428721,-0.037854813,0.29694912,0.11851666,1.3537949,0.2921687,-0.3106724,-0.08717122,1994-02-12,1994-03-12,88,5,0
MotherDanzig,204866.0,1,0.3639999999999999,0.755,11.0,-9.308,0.0,0.0689,0.01,0.000366,0.0855999999999999,0.454,148.83,4.0,0.5255273,0.2524178,0.18799439,-0.07866962,-0.17111695,0.013062972,1.027333,-0.4081088,0.12709805,-0.18183741,0.02377041,0.047317017,-0.1880246,-0.97721756,-0.20045395,-0.27936524,1994-02-12,1994-05-21,43,15,0
You Know How We Do ItIce Cube,232773.0,1,0.747,0.52,10.0,-10.523,0.0,0.0357,0.0977,0.0537,0.1419999999999999,0.6009999999999999,92.869,4.0,0.72736,-0.35980666,0.804595,0.094951496,-0.786994,-0.14930514,-0.45680085,-0.01911955,-0.2648242,-0.58420885,-0.28231716,0.19990304,-0.5276179,-0.30812478,0.08512458,-0.28933525,1994-02-12,1994-06-25,30,20,0
Money In The GhettoToo $hort,343733.0,1,0.951,0.51,1.0,-9.75,1.0,0.1779999999999999,0.0468,3e-06,0.2109999999999999,0.386,103.065,4.0,0.22494058,-0.20211382,-0.5380002,-0.2847608,-0.67497,-0.21910092,-0.58109814,-0.28538603,-0.33614248,0.14830704,-0.4785232,-0.6624947,-0.038814772,0.28546354,-0.23833585,0.54682505,1994-02-19,1994-03-05,90,3,0
"Streets Of Philadelphia (From ""Philadelphia"")Bruce Springsteen",252493.0,0,0.7079999999999999,0.19,5.0,-16.578,1.0,0.0326,0.194,0.226,0.0916,0.47,93.669,4.0,-0.6470549,0.509094,-0.46002167,-0.40659088,0.06821427,0.20330615,0.588705,0.09994745,-0.20273471,0.5552827,-0.041940577,-0.06665339,0.46177587,0.022315811,-0.37095457,-0.25131744,1994-02-19,1994-07-02,9,20,1
GodTori Amos,234293.0,0,0.678,0.7129999999999999,8.0,-10.031,1.0,0.0352,0.399,7e-06,0.249,0.941,151.609,4.0,0.3546955,0.15966663,-0.25880557,-0.12390734,0.4932123,1.3048213,1.0117335,-0.885798,-0.10017635,-0.07117242,0.32802126,0.22315645,0.18258147,-0.3941539,-0.16841424,-0.17484392,1994-02-19,1994-05-07,72,12,0
Come To My WindowMelissa Etheridge,236000.0,0,0.512,0.636,7.0,-9.602,1.0,0.0262,0.08,0.000106,0.0879999999999999,0.499,97.257,4.0,-0.28974757,0.71000713,0.34797922,0.12677589,0.34356427,0.52747494,0.38609093,-0.046039723,-0.36141935,0.22940776,0.21864398,-0.19018915,-0.3154399,1.041594,0.2698461,0.04900565,1994-02-26,1994-12-24,25,44,0
I'm OutstandingShaquille O'Neal,247506.0,0,0.769,0.757,11.0,-9.523,1.0,0.169,0.0077,0.014,0.819,0.7129999999999999,100.057,4.0,1.7870582,1.702473,1.2774645,-0.43873268,0.17298928,-1.6378666,-0.37400278,0.38752675,-0.82033986,-0.06581037,1.0287079,0.0013509011,-0.5741791,2.347188,1.5281982,-1.9037759,1994-02-26,1994-05-07,47,11,0
Tryin' To Get Over YouVince Gill,225626.0,0,0.569,0.36,2.0,-10.558,1.0,0.0279,0.63,9e-06,0.1439999999999999,0.196,60.491,4.0,0.75025296,0.32040045,-0.18889545,-0.44089374,0.05298565,-0.8579929,0.102761894,0.048307627,1.2273092,-0.3195139,-0.58622414,0.1773504,-0.7582216,0.14595453,0.0698717,-0.35952458,1994-02-26,1994-03-05,88,2,0
Sweet LullabyDeep Forest,233824.0,0,0.566,0.531,11.0,-16.375,0.0,0.0413,0.4269999999999999,0.0196,0.13,0.548,175.965,4.0,1.8586351,2.451888,0.13807884,0.42384923,-0.7687389,1.0333977,-0.3970086,0.07232823,0.089134306,0.7030166,-0.3770758,1.4185679,-0.24391761,-0.4133031,-0.86423665,-0.36372548,1994-02-26,1994-04-16,78,8,0
"You Don't Love Me (No, No, No)Dawn Penn",277893.0,0,0.811,0.4279999999999999,7.0,-10.728,1.0,0.221,0.0122,0.317,0.3439999999999999,0.653,80.962,4.0,-0.3693753,-0.81720245,2.8786547,-0.15547104,0.08309398,-0.2865001,0.6550923,0.19953877,0.3388832,1.5732199,-0.35007343,-0.6519353,0.11549867,2.1608374,1.362078,0.72579795,1994-02-26,1994-05-14,58,12,0
My LoveLittle Texas,245800.0,0,0.65,0.534,9.0,-10.391,1.0,0.0247,0.377,0.0,0.0416,0.4279999999999999,94.558,4.0,0.5047026,0.0016503135,-0.34780344,-0.3986738,0.30148858,-0.46376982,-0.044044953,-0.12737735,0.35458538,-0.28007656,0.26211366,0.34140268,-0.9139225,-0.71888334,0.9720988,0.4161048,1994-02-26,1994-04-30,83,10,0
Player's BallOutKast,261266.0,1,0.8569999999999999,0.764,1.0,-6.304,1.0,0.246,0.0402,0.0,0.4249999999999999,0.5789999999999998,93.071,4.0,0.4407075,-0.09335788,0.013061112,-0.58560765,-0.67840034,0.64630276,-0.75920916,0.14078121,-0.30719593,0.4163773,-0.07724742,-0.38581657,-0.56374377,0.032653447,-0.48003942,0.7434889,1994-02-26,1994-07-09,37,20,0
Ain't Seen Love Like ThatMr. Big,211573.0,0,0.664,0.542,0.0,-8.793,1.0,0.027,0.7059999999999998,0.0,0.0847,0.4289999999999999,93.705,4.0,-0.26056755,0.2728529,-0.2656207,-0.5683646,0.07789884,0.3430149,1.2653303,-0.14266276,-0.9838398,-0.34509084,0.3771879,-0.10148257,0.1736535,-0.6073126,-0.090941265,0.53589,1994-02-26,1994-04-02,83,6,0
Return To InnocenceEnigma,255466.0,0,0.4759999999999999,0.5839999999999999,10.0,-12.357,1.0,0.038,0.1189999999999999,0.0,0.274,0.4169999999999999,88.02599999999998,4.0,-0.27433974,0.6718654,0.07386961,-0.19987798,-0.27716884,0.46716204,-0.47833934,-0.69202626,0.09915994,0.056048173,-0.5957049,0.08878364,-0.13103275,-0.32582206,0.0027193571,0.27300543,1994-03-05,1994-08-27,4,26,1
Since I Don't Have YouGuns N' Roses,259906.0,0,0.466,0.632,6.0,-6.94,1.0,0.0326,0.465,0.000256,0.135,0.246,68.893,4.0,-0.03596729,-0.042044062,-0.11315739,-0.638968,-0.03640337,0.36080503,1.31781,-0.7090497,-0.61301583,-0.033688426,0.58679175,0.36015284,0.28084448,-0.7750978,-0.5750714,0.28217462,1994-03-05,1994-04-30,69,9,0
Mass AppealGang Starr,221026.0,1,0.808,0.7259999999999999,10.0,-8.435,0.0,0.252,0.0208,0.276,0.129,0.6159999999999999,96.12,4.0,0.35855097,-0.3557458,0.85232085,0.28720582,-0.938352,-0.3898534,-0.5540758,0.11809822,-0.41700178,-0.4498219,-0.16493836,0.520669,-0.32706994,-0.06382851,0.2930015,-0.309391,1994-03-05,1994-05-14,67,11,0
Rock My World (Little Country Girl)Brooks & Dunn,221773.0,0,0.7029999999999998,0.8549999999999999,9.0,-4.822,1.0,0.0328,0.2049999999999999,9.8e-05,0.514,0.883,120.307,4.0,0.34392273,-0.093318656,-0.28911334,0.039523482,0.50327873,-0.5448239,0.26348025,-0.7293164,0.17736575,-0.30486417,0.20598526,0.16554387,-0.70999527,-0.5001037,0.8311394,0.75730383,1994-03-05,1994-03-19,97,3,0
And Our FeelingsBabyface,342360.0,0,0.7409999999999999,0.5919999999999999,4.0,-7.819,1.0,0.0298,0.138,0.0,0.224,0.27,128.137,4.0,0.18787536,-0.4349393,0.26778126,-0.43254536,-0.35646683,-0.32487726,0.2740141,-0.4214099,0.15008542,-0.5733335,0.25358105,0.5092275,0.5934165,-0.4138012,-0.08571267,-0.16407561,1994-03-05,1994-07-16,21,20,0
On And OnShyheim,228240.0,1,0.8459999999999999,0.445,10.0,-10.933,0.0,0.273,0.0731,0.00939,0.112,0.746,94.228,4.0,0.18293273,-0.8899707,0.58940935,-0.19150205,0.036895588,-0.24883439,-0.35936052,1.3708978,1.1323647,-0.43358627,0.81617963,0.10163774,-0.50762725,-0.044508904,-0.16938514,1.0091153,1994-03-05,1994-04-16,89,6,0
The Most Beautiful Girl In The WorldPrince,270345.0,0,0.437,0.2869999999999999,6.0,-10.018,1.0,0.0282,0.8,0.0,0.117,0.5979999999999999,185.598,4.0,-0.019462824,0.32943115,-0.17955148,0.27202383,-0.46141592,0.08650116,0.77463245,0.01624023,0.40467316,-0.20243569,-1.4002577,-0.1601788,-0.8312125,0.12756228,-0.37541643,1.0038575,1994-03-05,1994-08-27,3,26,1
Indian OutlawTim McGraw,182120.0,0,0.664,0.7389999999999999,9.0,-7.229,1.0,0.0415,0.0364,5e-05,0.2819999999999999,0.759,110.101,4.0,0.3129116,-0.026207188,-0.25029615,0.24470632,0.57097137,-0.48983493,0.661268,-0.6362243,-0.24718332,-0.4112705,0.3496883,0.22439022,-0.6875436,-0.21849732,0.6949756,1.0714517,1994-03-05,1994-07-16,15,20,0
Love Sneakin' Up On YouBonnie Raitt,220733.0,0,0.4829999999999999,0.673,7.0,-8.105,1.0,0.0438,0.0217,7e-06,0.2089999999999999,0.558,189.704,4.0,0.7557638,-0.20621824,0.1094646,-0.2254283,0.42354894,0.010223699,-0.17590646,-0.88306123,0.13078377,-0.10530285,0.6513262,0.21716957,-0.19761555,0.12866382,0.10021101,0.04863769,1994-03-12,1994-07-23,19,20,0
