index,SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity
25306,There You AreSam Salter,Sam Salter,There You Are,"['new jack swing', 'r&b']",29o8jhM7RbYzaSOV13ISGA,https://p.scdn.co/mp3-preview/47199b23e8b8cd4c456fea3d26fb4a48182ddab5?cid=b8d3901151d34489a160e3cf0ab1fa94,258399.0,False,It's On Tonight,0.63,0.52,11.0,-8.162,0.0,0.0289,0.257,0.0,0.0577,0.375,137.792,4.0,30.0
25307,There You GoEdwin Starr,Edwin Starr,There You Go,"['classic soul', 'motown', 'northern soul', 'soul', 'southern soul']",6iFozpuuokILvPe02T0DFV,,184733.0,False,The Hits Of Edwin Starr,0.7349999999999999,0.567,10.0,-14.054,0.0,0.0874999999999999,0.5819999999999999,7e-06,0.4219999999999999,0.965,145.091,4.0,17.0
25308,There You GoP!nk,P!nk,There You Go,"['dance pop', 'pop', 'post-teen pop']",6dJ2mSRaKE9ctYw9qWNGWQ,https://p.scdn.co/mp3-preview/e4194964af448ce3774ef9b4325287722d7cfad0?cid=b8d3901151d34489a160e3cf0ab1fa94,202800.0,False,Can't Take Me Home (Expanded Edition),0.822,0.8469999999999999,10.0,-6.729,0.0,0.0916,0.0862,0.0,0.0452,0.667,107.906,4.0,55.0
25309,There You Have ItBlackHawk,BlackHawk,There You Have It,"['country', 'country road', 'country rock']",5iYhLXMXR4r335x9MrTvRE,https://p.scdn.co/mp3-preview/6d171eec3ed4b9aa738df5225ac2f82d03c128a9?cid=b8d3901151d34489a160e3cf0ab1fa94,192266.0,False,The Sky's The Limit,0.7109999999999999,0.667,4.0,-5.75,1.0,0.0258,0.218,0.0,0.3539999999999999,0.777,113.655,4.0,41.0
25310,There You'll BeFaith Hill,Faith Hill,There You'll Be,"['contemporary country', 'country', 'country dawn', 'country road', 'pop rock']",1s2khOWzC99udpUaPICLJI,https://p.scdn.co/mp3-preview/444d9999e74b5f212952372208412be2f1e09384?cid=b8d3901151d34489a160e3cf0ab1fa94,220840.0,False,The Hits,0.325,0.532,8.0,-7.208,1.0,0.0308,0.496,0.0,0.134,0.162,129.021,4.0,56.0
25311,"There, I've Said It AgainSam Cooke",Sam Cooke,"There, I've Said It Again","['adult standards', 'brill building pop', 'classic soul', 'rock-and-roll', 'soul']",5ekg7CCe1ZAG9RH4zA5mqD,https://p.scdn.co/mp3-preview/0e3f186b5ec4a8b9000336e19f8436f13a3736b4?cid=b8d3901151d34489a160e3cf0ab1fa94,118933.0,False,The Man Who Invented Soul,0.502,0.3539999999999999,0.0,-9.428,1.0,0.0361,0.6169999999999999,0.0,0.166,0.562,79.11,4.0,22.0
25312,There! I've Said It AgainBobby Vinton,Bobby Vinton,There! I've Said It Again,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",6Scrggc1xNuIKYWdsftodj,https://p.scdn.co/mp3-preview/456876c95fc346544c5d86bf913569dfdc5d8ba9?cid=b8d3901151d34489a160e3cf0ab1fa94,140666.0,False,The Best Of Bobby Vinton,0.253,0.3029999999999999,9.0,-10.364,1.0,0.0303,0.776,0.0,0.0959,0.308,80.146,4.0,35.0
25313,There'll Be No Next TimeJackie Wilson,Jackie Wilson,There'll Be No Next Time,"['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",134qLCzbDLIv0JMbEVY68O,https://p.scdn.co/mp3-preview/87ff708ec4145ffc068b20c66859baa833de347f?cid=b8d3901151d34489a160e3cf0ab1fa94,187853.0,False,Body And Soul,0.4269999999999999,0.399,7.0,-8.702,1.0,0.0291,0.785,7e-06,0.133,0.524,82.745,3.0,1.0
25314,There'll Be Sad Songs (To Make You Cry)Billy Ocean,Billy Ocean,There'll Be Sad Songs (To Make You Cry),"['dance rock', 'disco', 'europop', 'mellow gold', 'motown', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']",1mP8BJQBRZWjSQLVmxQEyG,https://p.scdn.co/mp3-preview/a29ad74751ae2af81eca964b2cef7a0979d75721?cid=b8d3901151d34489a160e3cf0ab1fa94,292680.0,False,Love Zone (Expanded Edition),0.563,0.458,0.0,-7.673,1.0,0.0305,0.748,0.0,0.1029999999999999,0.259,79.738,4.0,51.0
25315,There'll Come A TimeBetty Everett,Betty Everett,There'll Come A Time,"['brill building pop', 'chicago soul', 'classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",7AJrMscLkjpQ2p5XlWwFwO,,165400.0,False,There'll Come A Time,0.437,0.501,1.0,-7.768,1.0,0.0296,0.437,0.000194,0.112,0.873,160.759,3.0,22.0
25316,There'll Never BeSwitch,Switch,There'll Never Be,"['ccm', 'cedm', 'christian pop']",79Qlk33OpmjfF9rKmmUsVk,,324440.0,False,20th Century Masters: The Millennium Collection: Best of Switch,0.61,0.684,4.0,-10.197,0.0,0.0682,0.392,0.00477,0.109,0.75,78.028,4.0,41.0
25317,There's A Chance We Can Make ItBlues Magoos,Blues Magoos,There's A Chance We Can Make It,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']",6yMy557ei2JnMR7boHTlX2,,133440.0,False,Electric Comic Book,0.393,0.624,5.0,-10.066,1.0,0.0421,0.0563,0.113,0.373,0.5759999999999998,119.341,4.0,4.0
25318,There's A GirlJan & Dean,Jan & Dean,There's A Girl,['christmas instrumental'],,,,,,,,,,,,,,,,,,
25319,There's A Kind Of Hush (All Over The World)Carpenters,Carpenters,There's A Kind Of Hush (All Over The World),"['adult standards', 'brill building pop', 'mellow gold', 'soft rock']",53jmJCdP9tiIWS7Gm2t1iz,,183533.0,False,Carpenters Gold (35th Anniversary Edition),0.758,0.544,2.0,-10.696,1.0,0.0341,0.187,0.0001,0.0627,0.942,126.642,4.0,29.0
25320,There's A Kind Of HushHerman's Hermits,Herman's Hermits,There's A Kind Of Hush,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll']",3QzPRTZ6hocM2nTZYkdIq7,,153453.0,False,Herman's Hermits Retrospective,0.555,0.639,0.0,-7.867,1.0,0.0313,0.2979999999999999,0.000645,0.638,0.871,129.173,4.0,47.0
25321,There's A Moon Out TonightThe Capris,The Capris,There's A Moon Out Tonight,"['doo-wop', 'rhythm and blues']",06S4IIV2L4QaNMZ2wM03FK,https://p.scdn.co/mp3-preview/a611dd0c337a9380a35087fac1d5b70756db6bf3?cid=b8d3901151d34489a160e3cf0ab1fa94,134626.0,False,Spotlite Series - Lost Nite & Crimson Records Vol. 1,0.326,0.452,6.0,-10.129,1.0,0.0399,0.904,0.0,0.3519999999999999,0.6079999999999999,201.612,3.0,39.0
25322,There's A Party Going OnYvonne,Yvonne,There's A Party Going On,['disco'],06ZJ2PnuA2aumouI5lOwZ5,https://p.scdn.co/mp3-preview/e130f9957f1858a669435c5d1ea2bd7c6493e146?cid=b8d3901151d34489a160e3cf0ab1fa94,383506.0,False,Freestyle's Best Extended Versions Volumes 1 & 2,0.798,0.7049999999999998,10.0,-11.501,0.0,0.0655,0.000893,0.2049999999999999,0.0949,0.6009999999999999,119.387,4.0,11.0
25323,There's A PlaceThe Beatles,The Beatles,There's A Place,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",4dessGxnKXmTbHPhVgqODq,,110493.0,False,Please Please Me (Remastered),0.455,0.5819999999999999,4.0,-10.009,1.0,0.0292,0.629,4e-06,0.1719999999999999,0.927,140.928,4.0,49.0
25324,There's A Star Spangled Banner Waving #2 (The Ballad Of Francis Powers)Red River Dave,Red River Dave,There's A Star Spangled Banner Waving #2 (The Ballad Of Francis Powers),['yodeling'],,,,,,,,,,,,,,,,,,
25325,There's Always MeElvis Presley With The Jordanaires,Elvis Presley With The Jordanaires,There's Always Me,,,,,,,,,,,,,,,,,,,
25326,There's Gonna Be A ShowdownArchie Bell & The Drells,Archie Bell & The Drells,There's Gonna Be A Showdown,"['beach music', 'classic soul', 'disco', 'motown', 'northern soul', 'philly soul', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']",1YlljwJpROgtCkyZff54Mo,https://p.scdn.co/mp3-preview/f5f3cd78c5f86d2be481764b775040c140592cae?cid=b8d3901151d34489a160e3cf0ab1fa94,164093.0,False,There's Gonna Be A Showdown,0.52,0.6079999999999999,0.0,-9.577,1.0,0.0831999999999999,0.634,0.000234,0.2959999999999999,0.8479999999999999,177.348,4.0,25.0
25327,There's Got To Be A Word!The Innocence,The Innocence,There's Got To Be A Word!,"['ambient folk', 'indie folk', 'lancaster pa indie']",5dKfQoMk0Y5GKWikhiHQiM,https://p.scdn.co/mp3-preview/5a67d29e1d30868146a09405b43f6335d3b34537?cid=b8d3901151d34489a160e3cf0ab1fa94,144960.0,False,The Innocence,0.546,0.508,1.0,-10.112,1.0,0.0704,0.6179999999999999,0.0,0.0819,0.905,172.739,3.0,5.0
25328,There's Got To Be Rain In Your Life (To Appreciate The Sunshine)Dorothy Norwood,Dorothy Norwood,There's Got To Be Rain In Your Life (To Appreciate The Sunshine),"['contemporary gospel', 'gospel', 'praise']",,,,,,,,,,,,,,,,,,
25329,There's No Easy WayJames Ingram,James Ingram,There's No Easy Way,"['adult standards', 'quiet storm', 'soft rock', 'urban contemporary']",7ePEIbrsRXk9En7noiLAo7,,227293.0,False,It's Your Night,0.59,0.1719999999999999,8.0,-16.241,1.0,0.0412,0.681,0.0,0.1459999999999999,0.18,127.963,4.0,58.0
25330,There's No Fool Like A Young FoolTab Hunter,Tab Hunter,There's No Fool Like A Young Fool,['deep adult standards'],,,,,,,,,,,,,,,,,,
25331,There's No Living Without Your LovingPeter And Gordon,Peter And Gordon,There's No Living Without Your Loving,"['brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat']",56aCFmwTdm1me0suarfiWn,https://p.scdn.co/mp3-preview/662ee799a3898c7fb9118593383c7b22d0cafdc8?cid=b8d3901151d34489a160e3cf0ab1fa94,181640.0,False,The Ultimate Peter And Gordon,0.402,0.675,10.0,-8.872,1.0,0.0438,0.5959999999999999,0.0,0.248,0.672,104.505,4.0,9.0
25332,There's No Me Without YouThe Manhattans,The Manhattans,There's No Me Without You,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']",5tqgvcRaFZYV2Wu8xWgG3R,https://p.scdn.co/mp3-preview/4bc66152218185c0e5d494d40ffa5a6751a6025e?cid=b8d3901151d34489a160e3cf0ab1fa94,217440.0,False,The Best Of The Manhattans: Kiss And Say Goodbye,0.46,0.518,7.0,-11.574,0.0,0.0494,0.2129999999999999,1e-06,0.0847,0.51,126.393,4.0,36.0
25333,There's No Other (Like My Baby)The Crystals,The Crystals,There's No Other (Like My Baby),"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'motown', 'rock-and-roll', 'rockabilly']",6tGldcIJJwByOYCjJglMAs,https://p.scdn.co/mp3-preview/0042662eed53c22684e10bc119fc8769919b6552?cid=b8d3901151d34489a160e3cf0ab1fa94,149906.0,False,Da Doo Ron Ron: The Very Best of The Crystals,0.396,0.3649999999999999,2.0,-7.985,1.0,0.0271,0.443,0.0,0.4869999999999999,0.442,91.099,3.0,27.0
25334,There's No Other WayBlur,Blur,There's No Other Way,"['alternative rock', 'britpop', 'dance rock', 'garage rock', 'madchester', 'modern rock', 'permanent wave', 'pop rock', 'rock']",7qk4uPeLpaKhp8lwas1sBb,https://p.scdn.co/mp3-preview/3952bcf0275b8cbc294679e18d6ec0628b217687?cid=b8d3901151d34489a160e3cf0ab1fa94,204866.0,False,Leisure (Special Edition),0.5749999999999998,0.937,2.0,-5.858,1.0,0.0496,0.0563,1.1e-05,0.1779999999999999,0.634,112.045,4.0,48.0
25335,There's Nothing Better Than LoveLuther Vandross with Gregory Hines,Luther Vandross with Gregory Hines,There's Nothing Better Than Love,,,,,,,,,,,,,,,,,,,
25336,There's Nothing Holdin' Me BackShawn Mendes,Shawn Mendes,There's Nothing Holdin' Me Back,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",7JJmb5XwzOO8jgpou264Ml,,199440.0,False,Illuminate (Deluxe),0.8659999999999999,0.813,11.0,-4.063,0.0,0.0554,0.38,0.0,0.0778999999999999,0.969,121.998,4.0,84.0
25337,There's Nothing I Can SayRick Nelson,Rick Nelson,There's Nothing I Can Say,,,,,,,,,,,,,,,,,,,
25338,There's NothinSean Kingston Featuring Elan & Juelz Santana,Sean Kingston Featuring Elan & Juelz Santana,There's Nothin,"['dance pop', 'miami hip hop', 'pop', 'post-teen pop', 'urban contemporary']",5w86HjXc60QjhMUAFAeLTf,https://p.scdn.co/mp3-preview/6878c9832bdd802f60445f97f1cb14cce996be5b?cid=b8d3901151d34489a160e3cf0ab1fa94,225653.0,False,Sean Kingston,0.7029999999999998,0.782,5.0,-4.16,1.0,0.1409999999999999,0.202,0.0,0.4759999999999999,0.8619999999999999,91.029,4.0,54.0
25339,There's So Much Love All Around MeThe Three Degrees,The Three Degrees,There's So Much Love All Around Me,"['classic girl group', 'disco', 'motown', 'philly soul', 'quiet storm']",2oavR9sg46OzPD7n6Xj04G,https://p.scdn.co/mp3-preview/a1a6b7aa96ed3166bc08e87157c13c3a1e39e8a5?cid=b8d3901151d34489a160e3cf0ab1fa94,159626.0,False,Funk Crate,0.621,0.808,8.0,-9.088,1.0,0.0522,0.131,0.0114,0.0864,0.811,120.312,4.0,7.0
25340,There's Something On Your Mind (Part 2)Bobby Marchan,Bobby Marchan,There's Something On Your Mind (Part 2),"['rhythm and blues', 'southern soul']",,,,,,,,,,,,,,,,,,
25341,There's Something On Your MindBaby Ray,Baby Ray,There's Something On Your Mind,[],,,,,,,,,,,,,,,,,,
25342,There's The GirlHeart,Heart,There's The Girl,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",5qMNvVFTJoTLkaXbudbVNF,,230066.0,False,Bad Animals,0.5859999999999999,0.814,11.0,-12.941,0.0,0.0314,0.271,0.0,0.338,0.71,130.392,4.0,40.0
25343,There's Your TroubleDixie Chicks,Dixie Chicks,There's Your Trouble,"['contemporary country', 'country', 'country dawn']",69m9WDPBvemwujQwdONslk,https://p.scdn.co/mp3-preview/68040d4a00fef1325c11e02e680fbf753f2ad8b2?cid=b8d3901151d34489a160e3cf0ab1fa94,193064.0,False,Wide Open Spaces,0.7369999999999999,0.8689999999999999,2.0,-5.433,1.0,0.0267,0.4809999999999999,0.0,0.308,0.898,126.628,4.0,59.0
25344,Therefore I AmBillie Eilish,Billie Eilish,Therefore I Am,"['electropop', 'pop']",54bFM56PmE4YLRnqpW6Tha,,174321.0,False,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH'}, 'href': 'https://api.spotify.com/v1/artists/6qqNVTkY8uBg9cP3Jd7DAH', 'id': '6qqNVTkY8uBg9cP3Jd7DAH', 'name': 'Billie Eilish', 'type': 'artist', 'uri': 'spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/5G58VVE9ub1KE01Mvbd8XM'}, 'href': 'https://api.spotify.com/v1/albums/5G58VVE9ub1KE01Mvbd8XM', 'id': '5G58VVE9ub1KE01Mvbd8XM', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737a152619a7b55bc621d07901', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027a152619a7b55bc621d07901', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517a152619a7b55bc621d07901', 'width': 64}], 'name': 'Therefore I Am', 'release_date': '2020-11-12', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:5G58VVE9ub1KE01Mvbd8XM'}",0.889,0.34,11.0,-7.772999999999999,0.0,0.0697,0.218,0.13,0.055,0.7159999999999999,94.009,4.0,87.0
25345,"These Are Days10,000 Maniacs","10,000 Maniacs",These Are Days,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']",7xneHzic92zI1vwzFps3ZQ,https://p.scdn.co/mp3-preview/9691226eaa0f02c3bc3e4311374f7527a6b99054?cid=b8d3901151d34489a160e3cf0ab1fa94,201466.0,False,Handshakes & Slang,0.649,0.879,6.0,-4.385,0.0,0.078,0.0821999999999999,0.0,0.0976,0.872,97.593,4.0,0.0
25346,These Are My PeopleRodney Atkins,Rodney Atkins,These Are My People,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",5jFid6SUnYqohvNvNuZvIz,https://p.scdn.co/mp3-preview/4f139cc0a003996b1ee499a1e30139897f6779db?cid=b8d3901151d34489a160e3cf0ab1fa94,213653.0,False,If You're Going Through Hell,0.558,0.896,0.0,-3.687,1.0,0.0545,0.0316,0.0,0.528,0.63,90.06399999999998,4.0,62.0
25347,These Are Not My PeopleJohnny Rivers,Johnny Rivers,These Are Not My People,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'soft rock']",0T54e5hevBelKdm79XqVuJ,,200026.0,False,The Best Of Johnny Rivers,0.542,0.637,0.0,-11.418,1.0,0.0297,0.552,2e-06,0.17,0.965,148.72,4.0,10.0
25348,These Are The DaysO-Town,O-Town,These Are The Days,"['boy band', 'dance pop']",4Mem5PZWPaqQ7X1bGysNxl,https://p.scdn.co/mp3-preview/06146a8786a17069a12ca0a51ec676198fe4fe2a?cid=b8d3901151d34489a160e3cf0ab1fa94,263933.0,False,2,0.5979999999999999,0.627,9.0,-6.323,1.0,0.038,0.000968,0.0,0.0626,0.432,119.991,4.0,26.0
25349,These Are The TimesDru Hill,Dru Hill,These Are The Times,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'southern hip hop', 'urban contemporary']",0OMmiWMwsCNtpQ5aP6fdp9,,248400.0,False,Enter The Dru,0.7169999999999999,0.4829999999999999,9.0,-9.314,0.0,0.0284,0.13,0.0,0.0865999999999999,0.3519999999999999,109.961,4.0,53.0
25350,These Arms Of MineOtis Redding,Otis Redding,These Arms Of Mine,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",4skknrc3sJqaPTtUr2cwFq,https://p.scdn.co/mp3-preview/fb76634d6d0cbf5a385eafa24436e32dc5f547ff?cid=b8d3901151d34489a160e3cf0ab1fa94,154533.0,False,Pain in My Heart,0.403,0.2839999999999999,10.0,-14.014,1.0,0.0338,0.798,0.0,0.1419999999999999,0.686,176.537,3.0,60.0
25351,These Boots Are Made For Walkin'Jessica Simpson,Jessica Simpson,These Boots Are Made For Walkin',"['dance pop', 'post-teen pop']",073XJnVOC3V2S8WPe3m0hn,https://p.scdn.co/mp3-preview/b16ea083174da943ef674b13ac64e878ed8dff7c?cid=b8d3901151d34489a160e3cf0ab1fa94,238773.0,False,Playlist: The Very Best Of Jessica Simpson,0.778,0.789,11.0,-9.256,1.0,0.123,0.0112,0.000645,0.273,0.755,91.994,4.0,33.0
25352,These Boots Are Made For Walkin'Nancy Sinatra,Nancy Sinatra,These Boots Are Made For Walkin',"['adult standards', 'brill building pop', 'folk rock', 'lounge']",2nwCO1PqpvyoFIvq3Vrj8N,https://p.scdn.co/mp3-preview/0aa87616aa79bb31f7733582afe2df0778c1f5f5?cid=b8d3901151d34489a160e3cf0ab1fa94,166008.0,False,Boots,0.74,0.392,9.0,-11.996,1.0,0.0824,0.4829999999999999,1e-06,0.0965,0.387,82.742,4.0,68.0
25353,These DaysRascal Flatts,Rascal Flatts,These Days,"['contemporary country', 'country', 'country road']",5nWgEBtaRwVrCMjer1RtLm,,254493.0,False,Melt,0.5779999999999998,0.7379999999999999,7.0,-4.109,1.0,0.0427,0.271,0.0,0.0651,0.3519999999999999,81.962,4.0,54.0
25354,These DreamsHeart,Heart,These Dreams,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",22wWxHGHRH8gZXNDXRgSqY,,254476.0,False,Heart,0.535,0.532,11.0,-9.865,1.0,0.0291,0.508,0.0,0.0868,0.3,79.107,4.0,61.0
25355,These EyesJr. Walker & The All Stars,Jr. Walker & The All Stars,These Eyes,"['outlaw country', 'redneck']",0G9Fw7UD13Cxfs2rXm46zF,,214693.0,False,20th Century Masters: The Millennium Collection: Best of Jr. Walker & The All Stars,0.48,0.8269999999999998,10.0,-5.24,1.0,0.036,0.0874999999999999,0.00048,0.253,0.501,99.452,4.0,29.0
25356,These EyesThe Guess Who,The Guess Who,These Eyes,"['album rock', 'art rock', 'blues rock', 'bubblegum pop', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",5lEyMg4GNKnMbaarvT4sRd,https://p.scdn.co/mp3-preview/3b89523ffe05e01d856b5b263a3a2f65433d9ae1?cid=b8d3901151d34489a160e3cf0ab1fa94,224546.0,False,Wheatfield Soul,0.545,0.397,7.0,-10.606,1.0,0.026,0.553,1e-05,0.224,0.769,96.133,4.0,55.0
25357,These Foolish ThingsJames Brown And The Famous Flames,James Brown And The Famous Flames,These Foolish Things,"['motown', 'soul']",,,,,,,,,,,,,,,,,,
25358,These Hands (Small But Mighty)Bobby Bland,Bobby Bland,These Hands (Small But Mighty),"['blues', 'electric blues', 'soul', 'soul blues', 'southern soul']",6te4HSakay6dWQRoA9dQux,,141973.0,False,Ain't No Love In The Heart Of The City,0.7219999999999999,0.644,8.0,-6.045,1.0,0.0525,0.6019999999999999,0.00024,0.337,0.941,130.881,4.0,14.0
25359,These HeauxBhad Bhabie,Bhad Bhabie,These Heaux,"['pop', 'pop rap', 'social media pop', 'trap queen']",6SUxrwVN19Kmd9JfIbjJUj,https://p.scdn.co/mp3-preview/c9438e3f069be50f61080ba020979816f54c36ae?cid=b8d3901151d34489a160e3cf0ab1fa94,140007.0,True,These Heaux,0.8519999999999999,0.5769999999999998,6.0,-6.347,0.0,0.16,0.215,0.0,0.138,0.448,119.986,4.0,58.0
25360,These Times Are Hard For LoversJohn Waite,John Waite,These Times Are Hard For Lovers,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']",5DdwTllBqV9AGrzfKrkwTH,,255693.0,False,Rover's Return,0.569,0.6059999999999999,2.0,-11.699,0.0,0.0279,0.0226,0.0,0.1459999999999999,0.7309999999999999,110.697,4.0,20.0
25361,"These WallsKendrick Lamar Featuring Bilal, Anna Wise & Thundercat","Kendrick Lamar Featuring Bilal, Anna Wise & Thundercat",These Walls,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",7uWVT3UkCAZyANvv0bdyQn,,300973.0,True,To Pimp A Butterfly,0.752,0.4889999999999999,1.0,-5.233,1.0,0.137,0.11,4e-06,0.202,0.373,108.005,4.0,64.0
25362,These WordsNatasha Bedingfield,Natasha Bedingfield,These Words,"['dance pop', 'europop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",6QLU1GKy2Zh2mOh2uoJ0TV,https://p.scdn.co/mp3-preview/a328410b1a127b07aca5b06e202c5ee19e9df929?cid=b8d3901151d34489a160e3cf0ab1fa94,216360.0,False,Unwritten,0.7339999999999999,0.635,5.0,-7.03,1.0,0.0816,0.0322,0.0,0.0807999999999999,0.931,96.99,4.0,65.0
25363,They Can't Take Away Our MusicEric Burdon And War,Eric Burdon And War,They Can't Take Away Our Music,[],5iseUNDL3TXSBkmC456au7,,409693.0,False,The Black-Man's Burdon,0.523,0.2979999999999999,4.0,-14.002,1.0,0.0522,0.34,3e-06,0.437,0.336,133.929,4.0,13.0
25364,They Don't Care About UsMichael Jackson,Michael Jackson,They Don't Care About Us,"['pop', 'r&b', 'soul']",3wuCCNCnBhJlwkIJTBZFiv,https://p.scdn.co/mp3-preview/b8ce84078aa19478da4283c37741e15d8858639c?cid=b8d3901151d34489a160e3cf0ab1fa94,284160.0,False,HIStory - PAS,0.8589999999999999,0.905,0.0,-5.539,0.0,0.129,0.2049999999999999,0.00825,0.322,0.73,89.94499999999998,4.0,70.0
25365,They Don't KnowJason Aldean,Jason Aldean,They Don't Know,"['contemporary country', 'country', 'country road']",3bzE57iNavJJxXL9GgBiOK,https://p.scdn.co/mp3-preview/da71c28feaa15303a454afef9f73dd97d9dd76a8?cid=b8d3901151d34489a160e3cf0ab1fa94,195306.0,False,They Don't Know,0.434,0.921,10.0,-2.248,0.0,0.0688,0.0207,0.00209,0.116,0.4259999999999999,171.945,4.0,57.0
25366,They Don't KnowJon B,Jon B,They Don't Know,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0b5w1gamS9f239Sms9guAB,https://p.scdn.co/mp3-preview/94b01a042eea1b60aa446fa17f3de79fc8031b1c?cid=b8d3901151d34489a160e3cf0ab1fa94,274666.0,False,COOL RELAX,0.699,0.388,6.0,-10.722,1.0,0.0531,0.5879999999999999,2e-06,0.0658,0.566,125.858,4.0,61.0
25367,They Don't KnowRico Love,Rico Love,They Don't Know,['deep pop r&b'],4tzrdaXrV7FQMLoM0FvXdZ,,296733.0,True,Discrete Luxury,0.777,0.548,10.0,-6.836,0.0,0.0596,0.1449999999999999,0.0,0.154,0.4279999999999999,100.005,4.0,41.0
25368,They Don't KnowTracey Ullman,Tracey Ullman,They Don't Know,"['classic uk pop', 'new wave pop']",0tOkXHcYsR2Y07XiGl0Yme,,179626.0,False,You Broke My Heart In Seventeen Places,0.505,0.8429999999999999,0.0,-3.952,1.0,0.0372,0.1419999999999999,7.3e-05,0.1479999999999999,0.809,114.076,4.0,46.0
